vibe::percussive,vibe::raw,vibe::euphoric,vibe::vocal,vibe::intense,vibe::piano,mood_top,genre_pred,energy_rms,engagement,track_id,vibe::dreamy,vibe::minimal,vibe::instrumental,vibe::driving,vibe::dark,vibe::deep,vibe::warm,vibe::hypnotic,vibe::punchy,vibe::atmospheric
,,,,1.8379,1.9443,deep / piano / instrumental,deep,1.28428,0.68112,228313209,,,1.8947,,1.6859,2.0305,,1.7308,,
,,,,,,dark / punchy / warm,dark,-0.67667,-0.77974,14725363,,-0.6706,,-0.6138,-0.2667,,-0.5801,-0.6318,-0.4254,
,0.8931,1.5578,0.8737,1.5115,,punchy / euphoric / intense,punchy,1.08506,0.27055,192611372,,,,,1.2833,,,,1.7659,
,0.253,1.254,,0.8571,,euphoric / intense / driving,euphoric,0.32498,0.30384,88205667,,,,0.6318,0.2668,,0.5581,,,
,1.3813,,2.1663,,1.253,instrumental / vocal / dreamy,instrumental,-0.18053,0.56866,80066726,1.9269,1.5429,2.1905,,,,,,,
,,1.5191,,1.348,1.6673,instrumental / piano / euphoric,instrumental,0.50336,0.77124,15596020,,,1.7246,1.4286,,1.0031,,,,
0.6821,,,,1.2829,,punchy / intense / dark,punchy,1.12517,0.17822,75316203,,,,0.9819,1.1731,0.9999,,,1.5538,
1.7276,-0.4501,0.1329,,-0.2833,0.6199,percussive / piano / euphoric,percussive,-0.36503,-0.51434,6411561,-0.5393,,,,,,,,,
,,,,,,minimal / dreamy / driving,minimal,-0.16345,0.06365,235224392,0.6777,1.0128,0.3263,0.5029,,,0.2144,,,0.4019
0.7522,,1.355,,0.7609,,euphoric / punchy / intense,euphoric,0.63301,0.40302,184638524,,,,,0.4871,,,0.5002,0.9054,
1.8802,,0.5563,,0.3526,-0.6553,percussive / euphoric / intense,percussive,0.28189,-0.49517,15833924,,,,,,,-0.641,,0.077,
,,,,,0.0144,dreamy / atmospheric / deep,dreamy,-0.45864,-0.43993,222451034,0.3502,-0.0609,,-0.0815,,0.1316,,,,0.1512
0.9562,,,,,,percussive / warm / punchy,percussive,0.34832,0.00132,47902166,,0.462,,0.1983,,,0.6145,-0.1384,0.4973,
-0.3235,-0.1941,,,,-0.1248,punchy / piano / warm,punchy,-0.43992,-0.53383,161378388,,-0.226,,,,,-0.1671,,-0.0828,
,,,,,,punchy / minimal / hypnotic,punchy,0.33721,0.09786,77241606,0.5751,0.7678,,,0.6159,,,0.7286,1.3161,0.4442
,,,,,,punchy / minimal / hypnotic,punchy,0.67142,0.337,39096762,,1.2801,1.211,,1.2036,,,1.223,1.4517,1.182
,,,0.4674,,,minimal / instrumental / dreamy,minimal,-0.15438,0.08521,141877080,0.8049,1.6105,1.4866,,,0.2859,,,,0.3405
1.0857,0.5561,,-0.3144,,,percussive / raw / punchy,percussive,0.0236,-0.67824,192836932,,,,-0.3983,,,-0.2447,,-0.0243,
,2.0269,1.4772,1.6628,2.0958,,intense / raw / instrumental,intense,1.13886,1.25512,260794613,,,1.7922,,,1.4474,,,,
1.0234,0.5118,0.935,,,0.4375,warm / percussive / euphoric,warm,0.22527,0.59012,94048170,,0.4143,,,,,1.2223,,,
0.1983,,,,-1.0799,,percussive / punchy / hypnotic,percussive,-0.9633,-1.43455,205443422,-1.0707,-1.083,,,,,,-1.0151,-0.8603,
1.2677,,,,1.3664,,warm / atmospheric / driving,warm,1.18611,1.43996,167082981,1.4212,,,1.4371,,,1.6675,,,1.58
0.3898,,-0.3562,,,,percussive / warm / punchy,percussive,-0.27963,-0.39726,208831221,,-0.2474,,,,,0.1099,-0.4526,0.0275,
,,,,,1.8047,dreamy / atmospheric / deep,dreamy,-0.00909,1.62234,253841690,2.8985,1.6333,,,,2.0984,,1.6877,,2.4817
-0.277,-0.2377,0.1877,-0.3292,-0.2201,,euphoric / instrumental / intense,euphoric,-0.39744,-0.26872,164783338,,,-0.1054,,,,,,,
,1.7828,,,,1.4228,raw / minimal / driving,raw,0.57045,0.99317,6739720,1.4592,1.7762,,1.6582,,1.4035,,,,
0.6986,1.1658,0.9705,1.0133,,,raw / vocal / euphoric,raw,0.36087,0.76169,34208182,,,,0.8793,,,0.9274,,,
1.2697,,0.2595,,0.565,,percussive / punchy / intense,percussive,0.66297,-0.49047,210167360,,,,0.2133,0.024,,,,0.6039,
1.5011,-0.6463,-0.2999,-0.6391,-0.2739,,percussive / intense / euphoric,percussive,-0.03454,-0.73556,152747405,,,,-0.6304,,,,,,
-0.3433,-1.3833,,-1.017,,-1.3339,percussive / vocal / minimal,percussive,-1.31353,-1.37283,63222079,-1.3166,-1.2007,,,,,,,,
1.6817,-0.2132,,,-0.0572,,percussive / dark / intense,percussive,0.32513,-0.91965,104557639,,,,-0.1284,-0.0047,,,,-0.1956,
1.5788,-1.5225,-1.1652,-1.3715,,-1.4191,percussive / euphoric / punchy,percussive,-0.79069,-1.52983,32345676,,,,,,,,,-1.3611,
0.8731,-0.2136,-0.3677,-0.5968,,,percussive / warm / raw,percussive,-0.37802,-0.36724,99028810,,-0.4035,,,,,-0.0475,,,
,,,0.3227,,0.45,minimal / hypnotic / piano,minimal,-0.10284,0.10269,48531465,,0.5162,0.2862,,,,,0.4636,0.3566,
1.1455,,-0.2617,,-0.7568,,percussive / punchy / euphoric,percussive,-0.08219,-0.70498,256166131,,,-0.5487,,,-0.7168,,,0.0705,
,,,,,,punchy / dark / deep,punchy,0.18315,-0.52298,12692813,,0.1914,-0.043,0.2351,0.9255,0.4335,,,1.1124,
0.7656,,,,0.7919,,punchy / intense / percussive,punchy,0.78525,0.14051,15819665,,0.7521,0.6212,0.7589,,,,,0.8245,
0.8268,,,0.2029,,-0.1606,percussive / vocal / warm,percussive,-0.06847,-0.22199,78136538,-0.1773,-0.2395,,,,,-0.0913,,,
1.1409,,,,,,percussive / minimal / punchy,percussive,0.0838,-0.3882,52656849,,0.3739,,,-0.4122,,0.1593,-0.189,0.2476,
0.5358,,0.4584,0.8252,,,vocal / minimal / atmospheric,vocal,0.31589,0.3254,23998696,,0.6121,,,0.4613,,,,,0.5691
0.7922,1.072,,0.885,0.5892,0.854,raw / vocal / piano,raw,0.43073,-0.01841,104299003,,,,0.3853,,,,,,
,-0.3687,,0.171,,,vocal / dark / hypnotic,vocal,-0.61802,-0.58329,55062459,,,-0.3581,,-0.0531,,,-0.319,,-0.3505
0.6665,-0.0014,-0.4186,,,,percussive / driving / warm,percussive,0.05038,-0.37395,31649842,,,,0.4953,-0.0297,,0.01,,,
0.4846,,,0.1762,,0.2459,percussive / instrumental / piano,percussive,-0.00207,-0.12739,2522041,,0.1118,0.2735,,,,,,0.1752,
1.1833,0.1088,,,0.0078,,percussive / punchy / raw,percussive,0.49276,-0.53989,197134978,,,,0.0829,0.0752,,,,0.697,
0.6639,,,,0.0585,,punchy / percussive / intense,punchy,0.39198,-1.02272,60497462,,,,-0.3333,-0.3241,-0.7696,,,1.1788,
,,,,,-0.0624,minimal / instrumental / piano,minimal,-0.56849,-0.82504,247496628,-0.0665,0.7352,-0.0058,,,-0.2713,,,-0.2429,
0.9921,-0.024,-0.2872,,,,percussive / warm / raw,percussive,-0.67711,-0.09361,155478286,-0.4043,-0.6318,,,,,0.4106,,,
0.9784,,0.0673,,-0.077,,percussive / punchy / warm,percussive,0.30799,-0.09299,126499407,,,,-0.1101,,,0.1318,,0.4408,
0.4618,,0.4885,,1.0569,,punchy / dark / intense,punchy,0.99014,-0.31235,246182683,,,,0.7978,1.2919,,,,1.6441,
0.5864,1.0328,0.328,1.2253,0.1707,,vocal / raw / percussive,vocal,0.08395,-0.13039,11164333,,,0.1671,,,,,,,
0.9265,,-1.1802,,,-1.3756,percussive / punchy / euphoric,percussive,-0.8066,-1.31564,54620072,-1.3242,-1.216,,,,,,,-0.8136,
,-0.415,,,,-0.6,deep / instrumental / raw,deep,-1.08423,-1.13914,99242051,,-0.4979,-0.0189,,,0.603,,,-0.6372,
0.6562,0.4817,,0.4649,,,percussive / raw / vocal,percussive,-0.54159,-0.79137,54321940,-0.4924,,-0.7069,-0.6633,,,,,,
0.6839,1.1576,0.8215,1.7789,0.8453,,vocal / raw / intense,vocal,0.41457,0.08553,193325295,,,,0.5263,,,,,,
0.9447,,-0.3268,-0.3872,-0.5232,-0.7526,percussive / euphoric / vocal,percussive,-0.30489,-1.07565,156371510,,,,,,,,,-0.7725,
0.2328,-0.4333,-0.3061,-0.401,-0.8098,,percussive / euphoric / vocal,percussive,-0.70692,-0.90352,183793576,,,,,,,-0.9649,,,
0.9653,-0.3812,-0.2674,0.6332,-0.3845,,percussive / vocal / euphoric,percussive,-0.57847,-0.96399,16074655,,,,,,,,,,-0.6641
1.2047,,-0.2744,-1.4464,-1.1813,-1.763,percussive / euphoric / intense,percussive,-1.20675,-1.47672,36405901,,,,,,,,,,-1.7953
0.4408,0.2168,0.1511,0.4264,,,percussive / vocal / raw,percussive,-0.40745,0.00466,33477677,0.0448,,,,,,-0.1819,,,
0.4322,-1.1,-1.6205,-1.3857,,,percussive / raw / vocal,percussive,-1.39237,-1.69232,51818595,-1.6159,,,,,,,,-1.642,
1.031,,1.0941,,0.9642,0.5975,euphoric / punchy / percussive,euphoric,0.79937,0.34964,28339009,,,,,,,,0.9297,1.0899,
,,,,,,punchy / warm / minimal,punchy,-0.02977,0.1578,260087601,0.1592,0.4719,,0.1501,0.1128,,0.5377,,0.6917,
2.4714,-0.3202,-0.1393,,,-0.1792,percussive / warm / euphoric,percussive,-0.17724,-0.21359,76237251,,,,-0.9353,,,0.5776,,,
1.4117,,,,-0.1675,-0.1356,percussive / dreamy / piano,percussive,0.02197,-0.49058,157190901,-0.1143,,,,,,,,-0.4044,-0.42
0.4433,,,-0.3837,-0.2917,,percussive / punchy / intense,percussive,-0.0735,-0.67993,13051216,,,,-0.4825,-0.4264,,,,0.0368,
1.7614,,-0.3395,,-0.6542,,percussive / euphoric / intense,percussive,-0.63706,-1.00687,133303555,-1.1664,,,,,,,,-1.4995,-1.2779
1.1133,0.8595,,,,,punchy / percussive / driving,punchy,0.97037,0.24875,193389203,,,,1.0031,0.6089,,0.6439,,1.4712,
0.255,,-0.1998,-0.1124,0.3092,,punchy / intense / percussive,punchy,0.06021,-0.6212,53187328,,,,,-0.3214,,,,0.3113,
0.5046,-0.9965,-1.2897,-0.5661,-1.8443,,percussive / vocal / raw,percussive,-1.45012,-1.78971,248612290,-1.781,,,,,,,,,
2.1335,-2.032,-0.7875,-1.3851,-1.9461,-0.568,percussive / piano / euphoric,percussive,-1.51587,-2.35037,253550759,,,,,,,,,,
0.9803,,,0.0077,-0.3041,-0.1203,percussive / punchy / vocal,percussive,0.14411,-0.67893,122402383,-0.2471,,,,,,,,0.3135,
0.0036,,,0.4799,,-0.4427,vocal / percussive / dreamy,vocal,-0.5145,-0.85304,63857485,-0.1851,,,-0.4139,,,,,,-0.3833
0.7398,,-0.8288,-0.6949,-0.7463,,percussive / vocal / intense,percussive,-0.49945,-1.01429,43366243,,,,,,,-0.7938,,-0.7821,
1.0599,-1.1057,,-0.7382,-1.1331,-0.5214,percussive / piano / vocal,percussive,-0.80092,-1.50424,117453108,,,-0.9658,,,,,,,
,,,,,1.6725,minimal / instrumental / piano,minimal,0.57852,0.89139,106486169,1.4959,1.7756,1.7065,0.8637,,,,0.8777,,
-0.6362,,,,,,punchy / warm / percussive,punchy,-0.70435,-0.92537,46895769,,-0.6725,,-0.6853,-0.7326,,-0.5765,,-0.3799,
1.1939,,1.175,,0.9404,,punchy / percussive / euphoric,punchy,1.10289,0.3061,122073655,,,,,,,0.3265,0.3744,2.0667,
1.1784,,,-1.2376,-1.2774,-0.8517,percussive / dreamy / piano,percussive,-0.75611,-1.21246,82143842,-0.7483,,,,,,,,-1.084,
0.4946,,,-1.6174,-1.3589,,percussive / punchy / deep,percussive,-0.95865,-2.09653,202285829,,,-1.3131,,,-1.2797,,,-0.8436,
,,,,0.9949,,warm / dark / punchy,warm,0.98762,0.94581,103882809,,,,1.1091,1.2937,,1.5187,0.9474,1.1241,
0.6297,,-0.4709,0.0141,-0.4306,-0.2285,percussive / vocal / punchy,percussive,-0.28151,-1.03566,243613355,,,,,,,,,-0.1414,
,,-0.1421,,-0.416,0.0036,piano / punchy / euphoric,piano,-0.72461,-1.05445,233073388,,,,,-0.4651,-0.5558,,,-0.0155,
,,,1.1044,1.3589,,intense / vocal / atmospheric,intense,0.75441,0.15194,42817,,,,0.7298,1.0345,,,,0.7705,1.0722
,0.1429,0.3041,1.1677,0.647,,vocal / dark / intense,vocal,-0.08349,-0.36726,101797701,,,,,0.6722,,,,,0.3744
,,,,-0.2297,,driving / dark / punchy,driving,-0.1024,-0.46951,207635129,,,-0.1475,0.7886,0.2831,,,,0.1422,-0.1567
,0.2569,,0.4254,,,vocal / instrumental / raw,vocal,-0.62222,-0.62151,21249631,-0.4145,0.1859,0.3889,-0.3414,,,,,,
0.2257,-0.7957,-0.7583,-0.818,-1.0362,,percussive / dark / euphoric,percussive,-0.77425,-1.25169,56628209,,,,,-0.541,,,,,
0.6576,,0.3567,,0.0209,,punchy / percussive / euphoric,punchy,0.35218,-0.1992,128092935,,,,,-0.2096,,-0.2018,,1.131,
0.9053,,0.057,,0.1644,,percussive / punchy / dark,percussive,0.44801,-0.44284,243555710,,,,-0.0487,0.1674,,,,0.771,
0.6051,,-0.0834,,-0.2167,,percussive / punchy / euphoric,percussive,-0.06167,-0.57197,50980858,,,,,-0.289,,,-0.1414,0.0166,
0.5337,,0.2904,0.2271,0.4901,,punchy / dark / percussive,punchy,0.49085,-0.34697,122279295,,,,,0.6167,,,,0.8295,
1.3118,1.131,0.4626,1.4505,,0.0346,vocal / percussive / raw,vocal,-0.04592,-0.2619,38889007,,,0.6168,,,,,,,
-0.4331,,,-0.4621,,,dark / punchy / percussive,dark,-0.57567,-0.90006,115391433,,,,,-0.3183,-0.6161,,,-0.33,-0.5832
-0.5468,-0.5113,-0.1917,-0.1644,-0.5186,,dark / vocal / euphoric,dark,-0.62289,-0.54662,183730268,,,,,0.3,,,,,
-0.1081,-0.1129,,-0.2344,,,instrumental / driving / dreamy,instrumental,-0.17777,-0.49013,217099000,-0.017,,0.185,0.1573,,,,,,
,,,,,-0.3479,punchy / dark / minimal,punchy,-0.2311,-0.69485,249043622,,-0.1318,,-0.4113,0.2012,,,-0.382,0.7567,
0.3107,-0.2589,,,,,percussive / punchy / driving,percussive,-0.12569,-0.79558,217053592,,,,-0.1076,-0.1636,,-0.5457,,0.0702,
,,,,0.0301,,punchy / hypnotic / deep,punchy,-0.32908,-0.99675,108207542,,,,,-0.149,0.1062,,0.3354,0.7032,-0.1909
1.0777,,0.3044,0.0688,0.1495,,percussive / euphoric / intense,percussive,0.07077,-0.65553,211298468,,,,-0.2137,,,,,,-0.219
,,1.5609,,1.6366,,dark / intense / euphoric,dark,1.155,1.1931,39005338,,,,,1.7164,1.4138,1.5253,,1.529,
,,-0.1022,,0.1921,0.042,punchy / dark / intense,punchy,0.07555,-0.59332,194567880,,,,,0.8443,,,0.0339,1.3035,
,,2.3836,,1.9946,,euphoric / intense / dark,euphoric,1.02864,0.91616,191224851,,,,,1.8787,1.1181,,1.5326,1.7372,
,,1.2144,0.7585,0.9291,,euphoric / warm / driving,euphoric,0.56882,0.93193,25018834,,,,0.9889,0.8144,,1.1661,,,
,,0.2352,,,1.1921,piano / hypnotic / warm,piano,-0.17618,0.33166,70877919,,0.7525,,,,,0.8793,0.8889,0.7295,
,,1.8319,,,,deep / warm / hypnotic,deep,1.04542,1.65489,210549534,,1.6997,1.6262,,,2.4615,2.2428,2.15,,
,,,,-0.6129,,punchy / dark / deep,punchy,-0.2582,-0.93832,104822399,,-0.5169,,-0.4756,0.1356,-0.2251,,,0.6747,
0.2206,-0.6106,,,,-0.6345,percussive / punchy / dark,percussive,-0.38023,-1.17647,18657487,,,,,-0.3684,-0.6422,,,0.022,
,,,,,-0.8007,punchy / piano / dreamy,punchy,-1.18578,-1.35344,3088674,-0.8639,-0.8867,,,-0.919,-0.9754,,,-0.1711,
0.794,-0.7003,-1.2087,-0.8029,,-0.5241,percussive / piano / raw,percussive,-0.75373,-1.55545,178320270,,,,,,,,,-1.0139,
1.1998,,0.1576,,0.1205,0.1917,percussive / punchy / piano,percussive,0.05228,-1.41625,211043626,,,,,-0.3676,,,,0.4096,
0.272,,,,-0.1757,,punchy / dark / percussive,punchy,0.40635,-1.11713,57860442,,,,-0.0854,0.8696,-0.252,,,1.6145,
0.2619,0.183,,,,,percussive / raw / punchy,percussive,-0.30169,-0.84347,36546076,,,,-0.322,-0.6287,,-0.3568,,-0.0123,
1.3984,0.1709,1.569,,0.8964,,euphoric / percussive / intense,euphoric,0.62871,-0.26236,237649767,,,,,0.4596,,,,0.7049,
,0.8729,1.0015,1.1491,0.8988,,vocal / warm / euphoric,vocal,0.23271,0.88227,241917082,,,,,0.8102,,1.1226,,,
,1.8444,,2.5155,,,vocal / raw / atmospheric,vocal,0.30167,1.3771,238120945,1.6511,,1.5695,,1.706,,,,,1.7181
0.392,0.3436,,,0.6565,,punchy / warm / intense,punchy,0.55886,0.1811,57232977,,,,,,,0.7173,0.33,1.0999,
0.4004,,-0.5022,-0.5761,-0.758,,percussive / euphoric / vocal,percussive,-0.5797,-0.81702,56189464,-0.9429,,,,,,,,-0.6456,
0.2419,,,,-0.2234,,punchy / percussive / driving,punchy,0.06122,-0.75568,248373422,,,,-0.0831,-0.2417,,,,0.3095,-0.3634
0.6523,,,,-0.338,,percussive / punchy / intense,percussive,-0.23168,-0.78682,66361430,-0.4358,,,,-0.6048,,,,-0.1612,-0.5314
3.0489,,-0.2936,,,,percussive / warm / euphoric,percussive,-0.09385,-0.4381,246189500,,-0.8218,,,,,0.2072,-0.9407,-0.9311,
,,0.0266,,,,punchy / dark / warm,punchy,-0.05853,-0.10878,99443474,,,,,0.6757,0.3052,0.4468,0.0754,0.9876,
,,,,,,dark / punchy / atmospheric,dark,0.28987,0.30494,158485928,0.8004,,,0.845,1.3099,0.8346,,,1.0196,1.0049
,,,,,,minimal / warm / dreamy,minimal,0.40275,0.63303,99999823,0.8448,0.9348,,0.7676,,,0.9052,0.7223,,0.6272
,,1.1386,,1.4076,,hypnotic / punchy / dark,hypnotic,0.75439,0.54971,57263074,,,,,1.4139,1.187,,1.8901,1.7146,
,,,,,,deep / atmospheric / hypnotic,deep,0.34719,1.23195,215638744,1.6989,1.7035,,,1.3348,2.0194,,1.7513,,1.9074
,,,,0.105,,punchy / dark / deep,punchy,-0.00668,-1.11585,255352120,,,-0.1847,,0.6608,0.3702,,0.0171,1.3917,
0.6154,,,,-0.0583,,punchy / percussive / deep,punchy,0.40242,-0.61995,7648747,,,0.0584,,0.4659,0.5854,,,1.1715,
,,,,,,dark / deep / atmospheric,dark,-0.67845,-0.81095,146485670,-0.464,,,-0.4901,0.0412,-0.0363,,-0.5685,,-0.4572
0.6403,,-0.174,,-0.2079,,percussive / dark / punchy,percussive,0.00268,-0.88826,109646361,,,,,0.1844,0.0015,,,0.1402,
,,-0.1079,,,-0.2296,punchy / warm / minimal,punchy,-0.32291,-0.22444,11987517,,-0.0361,,,,,0.1134,-0.2407,0.5172,
-1.0133,-1.24,,,-1.1817,,deep / punchy / dark,deep,-1.18381,-1.925,213121373,,,,,-0.8865,-0.6111,,,-0.6802,
,,,,,,minimal / deep / warm,minimal,-1.17129,-1.17007,97209575,-0.9096,-0.1954,,,-0.8968,-0.5102,-0.7052,,-0.7054,
,,,,1.5022,1.9215,piano / deep / punchy,piano,0.82282,0.65184,56288066,,,1.3733,,,1.7563,,1.5748,1.7441,
,1.3987,,,,,deep / raw / hypnotic,deep,0.36692,1.04619,142255562,,,1.1003,,1.1536,1.8752,1.2861,1.3025,,
,,,0.6635,,,dreamy / deep / atmospheric,dreamy,-0.43317,0.20931,155915113,1.0951,,,,0.6483,0.9405,,0.6733,,0.6831
,,,,,2.8059,dreamy / minimal / driving,dreamy,1.50489,2.32546,66036943,2.9018,2.8255,,2.8107,,,2.3649,,,2.8061
,,,,,,warm / minimal / instrumental,warm,0.549,1.11693,232126191,1.1617,1.2326,1.199,1.0188,,0.7634,1.6251,,,
,,2.3383,,,3.1216,warm / piano / deep,warm,0.58181,2.60964,174356448,,,,,,2.4015,3.1847,2.3851,,2.3428
3.0324,,2.7752,,2.5599,,percussive / euphoric / deep,percussive,2.2697,2.11551,193219178,,,,,,2.6658,2.4981,2.3612,,
,,,,,,atmospheric / dreamy / dark,atmospheric,0.23455,0.49423,74164206,1.0819,0.8952,,0.8834,1.012,0.976,,,,1.2343
1.3519,-0.5295,-0.7958,-0.8803,,,percussive / raw / driving,percussive,-0.63069,-0.99673,257918665,,,,-0.7587,,,-0.8963,,,
,,,,,0.5349,dreamy / instrumental / atmospheric,dreamy,0.12361,0.27926,257790209,1.4332,0.9683,1.0081,,,,,0.6598,,0.9906
,,,,1.7388,,atmospheric / deep / dreamy,atmospheric,1.24155,1.51027,24030003,1.8821,,,,1.8144,1.9351,,1.8418,,2.2074
,,,,,1.6143,atmospheric / piano / dreamy,atmospheric,0.49272,0.90446,79743417,1.5852,,,,1.2662,1.0393,,1.2903,,1.7279
,,,,,,atmospheric / dreamy / minimal,atmospheric,-0.14658,-0.19603,33373979,0.3773,0.3759,,,0.0982,,,0.3156,0.2594,0.4074
0.3925,,0.2877,,0.5794,,punchy / intense / dark,punchy,0.5948,-0.26338,239246995,,,,,0.4379,,,0.038,1.6531,
0.7297,0.5028,0.2107,0.4872,0.4014,,percussive / raw / vocal,percussive,0.09455,-0.21212,242816555,,,,,,,,,,-0.0285
-0.4036,-0.12,,-0.0394,,,vocal / raw / percussive,vocal,-0.54968,-0.98244,94510059,,,-0.4975,-0.4577,-0.4575,,,,,
,,,,,,minimal / hypnotic / punchy,minimal,-0.05768,0.14632,94250942,,0.5185,,,0.3307,,0.3491,0.4389,0.4064,0.2859
0.9065,0.2861,,,,,percussive / punchy / dark,percussive,0.5817,-0.18077,155559284,,,,0.5047,0.6371,,0.4749,,0.8979,
2.7454,-0.0408,0.4975,,-0.2561,,percussive / euphoric / punchy,percussive,0.48014,-0.46079,66549871,,,,,,,-0.1161,,0.2047,
,1.9308,2.3447,,2.3769,,intense / euphoric / driving,intense,1.2963,1.88681,89852876,,,,2.2839,2.1325,,1.7828,,,
,,-0.2323,,,0.2275,warm / punchy / piano,warm,-0.71247,-0.11123,92210048,-0.4743,,,,,,0.3729,-0.0576,0.2772,
0.4159,,-0.0475,,-0.299,,punchy / percussive / euphoric,punchy,-0.04385,-0.4756,205528470,,,,,,,-0.0956,-0.4512,0.5192,
,,-0.0798,,,0.719,punchy / piano / warm,punchy,-0.27969,0.03325,37671642,,0.2867,,,,,0.6376,0.4855,1.0255,
0.418,,0.4896,,0.7314,,punchy / intense / dark,punchy,0.70617,-0.45403,46149138,,,,,0.6421,,,0.2109,2.1413,
-0.1366,,,,,-0.2727,punchy / warm / minimal,punchy,-0.13335,-0.48014,263838110,,-0.046,,-0.2811,,,0.2068,,0.6471,
1.49,,2.1314,,2.2128,,intense / euphoric / dark,intense,1.46762,0.88803,206083510,,,,,1.6446,,,1.4343,1.4594,
,,,1.127,,,vocal / instrumental / dreamy,vocal,-0.42961,-0.13254,192748585,0.4885,0.3587,0.6601,0.2413,0.2579,,,,,
0.8441,-0.0934,0.1173,,0.109,,punchy / percussive / dark,punchy,0.57923,-0.92458,177243562,,,,,0.665,,,,1.7482,
,,,,0.4655,,punchy / dark / intense,punchy,0.55297,-0.34563,132669544,,,,0.1376,0.7978,0.2997,,0.1275,1.8274,
2.0619,,0.4559,,0.4205,-0.2895,percussive / punchy / euphoric,percussive,0.75174,-0.74389,96715301,,,,,-0.0781,,,,1.0798,
0.2206,0.2653,,0.0493,,,raw / percussive / vocal,raw,-0.45014,-0.50851,50361589,-0.0198,-0.2236,-0.3235,,,,,,,
,,1.1184,1.0074,1.3221,,driving / dark / intense,driving,1.00007,0.8951,11752734,,,,1.4599,1.3747,,1.252,,,
,,0.7604,,0.7279,,punchy / hypnotic / deep,punchy,0.70601,-0.02374,60843445,,,0.71,,,0.8884,,1.2102,1.9304,
0.9507,,-0.1302,,0.4934,,percussive / punchy / intense,percussive,0.36054,-0.52772,158568994,,,,,,,,0.0797,0.7311,-0.0631
,,,,,,atmospheric / minimal / dreamy,atmospheric,0.98822,0.83737,266055610,1.4095,1.5158,1.32,,,1.2596,,1.256,,1.5679
0.2938,,,,,,warm / percussive / minimal,warm,-0.15245,-0.02507,138185723,,-0.0143,,,-0.1606,,0.6056,-0.165,-0.0543,
,,,,,1.0887,warm / minimal / piano,warm,0.11075,0.71229,92618349,1.0853,1.2645,0.6576,,,,1.3358,0.9113,,
,,1.5769,,1.153,,warm / euphoric / punchy,warm,1.07228,1.06145,245286149,,,,,1.1394,,1.901,1.1211,1.5161,
,,,2.9129,,1.9571,vocal / dreamy / instrumental,vocal,0.39311,1.63123,72241471,2.5658,,2.1164,,,,,1.8479,,2.0711
,,,,0.4842,0.7955,punchy / dark / piano,punchy,0.34171,0.20815,73555401,,,,,1.0349,,0.608,0.6122,1.5845,
,,,,,,atmospheric / deep / hypnotic,atmospheric,0.70797,1.02149,69893860,,1.7463,1.7414,,1.9629,2.2865,,2.0572,,2.3162
,,,,,2.8969,deep / piano / atmospheric,deep,0.06137,1.02926,258455697,1.9161,,,,2.0315,3.8544,,2.3978,,2.7965
,,,,-0.0168,,deep / atmospheric / hypnotic,deep,-0.52747,-0.7871,65334094,,,-0.1835,,0.0697,1.3287,,0.2336,,0.7105
,,,,,1.9892,deep / atmospheric / instrumental,deep,0.92903,1.1217,233798151,,2.0881,2.1863,,,4.0753,,2.1058,,2.7336
1.1965,,0.8973,,,,deep / percussive / hypnotic,deep,0.67695,0.38144,156019769,,,,,0.8857,2.3474,,0.9211,0.7922,
,,,,1.8961,,atmospheric / dreamy / intense,atmospheric,1.42843,1.58626,262466056,2.009,1.6867,1.8258,1.7023,,,,,,2.104
,,1.8255,,,,warm / instrumental / driving,warm,1.48075,2.02797,217797939,1.8554,1.758,2.335,2.1951,,,2.403,,,
,,,,,2.3011,driving / piano / instrumental,driving,0.73313,1.39294,64499418,1.9811,1.4942,2.175,2.3111,,,1.4272,,,
,1.931,,1.7275,,2.8021,piano / instrumental / dreamy,piano,0.34998,1.67464,98074513,2.2626,1.632,2.3933,,,,,,,
,,,,,2.6999,piano / instrumental / driving,piano,0.80247,1.09159,116955098,1.9136,1.5137,2.2287,1.9372,,,,,,1.3576
,,,,,,warm / instrumental / minimal,warm,0.54743,1.56217,30256061,1.6603,1.7988,1.9473,1.2929,,,1.9755,1.1539,,
,,,0.7166,1.0886,,atmospheric / dreamy / intense,atmospheric,0.37947,0.78439,30371328,1.2911,,,,,0.744,,1.0696,,1.3158
,,0.7886,0.7643,,2.2184,piano / dreamy / atmospheric,piano,-0.43474,0.6783,194691064,1.5208,,0.7227,,,,,,,0.9451
,,1.3181,,,3.4086,piano / dreamy / euphoric,piano,-2.9995,1.22396,213695369,2.0304,,,,,0.4664,,0.9056,,0.97
,,1.5459,,,1.5409,dreamy / atmospheric / warm,dreamy,0.74574,1.69596,95342033,1.8736,,,,,,1.6683,1.6127,,1.7979
,,,,0.2967,0.4643,punchy / deep / dark,punchy,-0.03293,-0.19534,262563510,,,,,0.5293,0.7104,,0.2258,1.1077,
-0.038,,-0.4425,,,,punchy / dark / percussive,punchy,-0.12333,-0.91563,100853199,,,,,0.2605,-0.5031,-0.4808,,0.8989,
,,,,,,deep / dark / driving,deep,0.70895,1.40811,244422683,1.9474,,1.9227,2.0072,2.0984,2.2253,,,,1.8781
,0.6315,0.2599,0.2894,-0.4442,,raw / vocal / euphoric,raw,-0.83159,-0.62091,259934430,,,,,-0.361,,,-0.4946,,
